12, 0.078426, 7.54525e-05, 
25, 0.0774791, 4.70468e-05, 
37, 0.0777947, 8.17648e-05, 
50, 0.078426, 4.38907e-05, 
62, 0.078426, 7.54525e-05, 
62, 0.0796886, 7.54525e-05, 
75, 0.0787416, 7.54525e-05, 
88, 0.0774791, 6.59839e-05, 
100, 0.0768478, 5.0203e-05, 
113, 0.0771635, 7.22963e-05, 
113, 0.0790573, 4.38907e-05, 
125, 0.0774791, 5.33592e-05, 
138, 0.078426, 5.65154e-05, 
151, 0.0777947, 4.38907e-05, 
163, 0.078426, 7.22963e-05, 
163, 0.078426, 6.59839e-05, 
175, 0.0774791, 7.22963e-05, 
188, 0.0774791, 5.33592e-05, 
201, 0.0777947, 7.22963e-05, 
213, 0.0793729, 8.4921e-05, 
224, 0.0765322, 5.96716e-05, 
224, 0.0803198, 8.4921e-05, 
237, 0.0777947, 8.4921e-05, 
250, 0.0774791, 5.65154e-05, 
262, 0.0768478, 5.65154e-05, 
274, 0.0777947, 7.22963e-05, 
286, 0.0787416, 5.33592e-05, 
286, 0.0796886, 7.54525e-05, 
298, 0.0781104, 7.22963e-05, 
310, 0.078426, 4.70468e-05, 
323, 0.0781104, 5.33592e-05, 
335, 0.0762165, 8.17648e-05, 
336, 0.0777947, 7.86087e-05, 
348, 0.0774791, 5.0203e-05, 
361, 0.0781104, 8.17648e-05, 
373, 0.0796886, 5.96716e-05, 
386, 0.0765322, 7.54525e-05, 
386, 0.0790573, 4.70468e-05, 
397, 0.0777947, 7.22963e-05, 
410, 0.0796886, 6.28277e-05, 
420, 0.0793729, 4.07345e-05, 
432, 0.0762165, 4.70468e-05, 
432, 0.0777947, 8.17648e-05, 
443, 0.0803198, 6.91401e-05, 
456, 0.0793729, 5.65154e-05, 
468, 0.0781104, 9.12334e-05, 
479, 0.0806355, 6.91401e-05, 
492, 0.0803198, 8.4921e-05, 
505, 0.0781104, 7.54525e-05, 
517, 0.0777947, 7.86087e-05, 
517, 0.0796886, 8.17648e-05, 
530, 0.0787416, 8.4921e-05, 
543, 0.0790573, 4.38907e-05, 
555, 0.0800042, 6.91401e-05, 
568, 0.0790573, 7.86087e-05, 
568, 0.0796886, 5.33592e-05, 
581, 0.0781104, 7.54525e-05, 
593, 0.0790573, 7.54525e-05, 
606, 0.0787416, 6.28277e-05, 
606, 0.0793729, 4.07345e-05, 
618, 0.0803198, 7.54525e-05, 
631, 0.0800042, 5.65154e-05, 
644, 0.0768478, 4.07345e-05, 
656, 0.0793729, 6.91401e-05, 
656, 0.0793729, 6.28277e-05, 
669, 0.0800042, 7.86087e-05, 
682, 0.078426, 9.43896e-05, 
694, 0.0759009, 7.54525e-05, 
707, 0.078426, 4.38907e-05, 
707, 0.078426, 5.33592e-05, 
719, 0.0777947, 9.43896e-05, 
730, 0.0796886, 7.54525e-05, 
742, 0.0800042, 7.22963e-05, 
742, 0.0790573, 8.17648e-05, 
754, 0.0771635, 9.12334e-05, 
767, 0.078426, 7.22963e-05, 
779, 0.078426, 7.86087e-05, 
790, 0.0771635, 5.65154e-05, 
802, 0.0755853, 4.70468e-05, 
814, 0.0774791, 8.4921e-05, 
814, 0.0777947, 5.96716e-05, 
827, 0.0774791, 9.12334e-05, 
839, 0.0796886, 6.59839e-05, 
852, 0.0774791, 6.91401e-05, 
864, 0.0768478, 4.70468e-05, 
